0.44	0.365	0.125	0.516	0.2155	0.114	0.155
0.43	0.35	0.11	0.406	0.1675	0.081	0.135
0.535	0.405	0.145	0.6845	0.2725	0.171	0.205
0.47	0.355	0.1	0.4755	0.1675	0.0805	0.185
0.44	0.34	0.1	0.451	0.188	0.087	0.13
0.38	0.275	0.1	0.2255	0.08	0.049	0.085
0.615	0.48	0.165	1.1615	0.513	0.301	0.305
0.58	0.47	0.165	0.9975	0.3935	0.242	0.33
0.485	0.36	0.13	0.5415	0.2595	0.096	0.16
0.47	0.36	0.12	0.4775	0.2105	0.1055	0.15
0.53	0.41	0.13	0.6965	0.302	0.1935	0.2
0.475	0.39	0.12	0.5305	0.2135	0.1155	0.17
0.6	0.47	0.15	0.922	0.363	0.194	0.305
0.56	0.44	0.16	0.8645	0.3305	0.2075	0.26
0.625	0.495	0.165	1.262	0.507	0.318	0.39
0.475	0.375	0.125	0.5785	0.2775	0.085	0.155
0.53	0.415	0.14	0.724	0.3105	0.1675	0.205
0.5	0.4	0.125	0.6675	0.261	0.1315	0.22
0.44	0.34	0.105	0.402	0.1305	0.0955	0.165
0.565	0.445	0.155	0.826	0.341	0.2055	0.2475
0.55	0.45	0.145	0.741	0.295	0.1435	0.2665
0.475	0.375	0.13	0.5175	0.2075	0.1165	0.17
0.49	0.38	0.125	0.549	0.245	0.1075	0.174
0.46	0.35	0.12	0.515	0.224	0.108	0.1565
0.635	0.515	0.19	1.3715	0.5065	0.305	0.45
0.605	0.485	0.16	1.0565	0.37	0.2355	0.355
0.515	0.405	0.13	0.722	0.32	0.131	0.21
0.56	0.45	0.16	1.0235	0.429	0.268	0.3
0.62	0.475	0.175	1.0165	0.4355	0.214	0.325
0.63	0.5	0.185	1.383	0.54	0.3315	0.38
0.51	0.4	0.14	0.8145	0.459	0.1965	0.195
0.585	0.46	0.185	0.922	0.3635	0.213	0.285
0.49	0.365	0.145	0.6345	0.1995	0.1625	0.22
0.55	0.405	0.14	0.8025	0.244	0.1635	0.255
0.47	0.36	0.135	0.501	0.1665	0.115	0.165
0.425	0.38	0.105	0.3265	0.1285	0.0785	0.1
0.35	0.26	0.085	0.174	0.0705	0.0345	0.06
0.545	0.46	0.16	0.8975	0.341	0.1655	0.345
0.535	0.415	0.17	0.879	0.295	0.1965	0.285
0.53	0.435	0.155	0.699	0.288	0.1595	0.205
0.535	0.435	0.16	0.8105	0.3155	0.1795	0.24
0.47	0.36	0.13	0.472	0.182	0.114	0.15
0.57	0.435	0.145	0.9055	0.3925	0.2355	0.275
0.45	0.35	0.1	0.3675	0.1465	0.1015	0.12
0.58	0.455	0.12	1.0735	0.479	0.2735	0.265
0.585	0.45	0.16	1.077	0.4995	0.2875	0.25
0.535	0.42	0.145	0.791	0.33	0.189	0.25
0.485	0.4	0.135	0.663	0.313	0.137	0.2
0.545	0.425	0.135	0.8445	0.373	0.21	0.235
0.46	0.38	0.135	0.482	0.207	0.1225	0.145
0.415	0.325	0.1	0.3215	0.1535	0.0595	0.105
0.475	0.375	0.125	0.593	0.277	0.115	0.18
0.47	0.375	0.125	0.5615	0.252	0.137	0.18
0.5	0.395	0.14	0.7155	0.3165	0.176	0.24
0.515	0.415	0.14	0.6935	0.3115	0.152	0.2
0.36	0.275	0.11	0.2335	0.095	0.0525	0.085
0.395	0.295	0.1	0.2715	0.134	0.0325	0.085
0.41	0.325	0.105	0.3635	0.159	0.077	0.12
0.415	0.31	0.11	0.2965	0.123	0.057	0.0995
0.515	0.405	0.12	0.646	0.2895	0.1405	0.177
0.545	0.415	0.16	0.7715	0.272	0.1455	0.2765
0.555	0.45	0.175	0.874	0.3275	0.202	0.305
0.68	0.53	0.185	1.1095	0.439	0.245	0.34
0.455	0.35	0.14	0.5185	0.221	0.1265	0.135
0.49	0.38	0.145	0.6725	0.249	0.181	0.21
0.47	0.37	0.14	0.4985	0.2095	0.1225	0.145
0.375	0.29	0.115	0.2705	0.093	0.066	0.0885
0.38	0.29	0.105	0.257	0.099	0.051	0.085
0.5	0.385	0.15	0.6265	0.2605	0.1665	0.16
0.35	0.255	0.065	0.179	0.0705	0.0385	0.06
0.61	0.475	0.15	0.9665	0.4145	0.2	0.345
0.56	0.425	0.14	0.9175	0.4005	0.1975	0.26
0.585	0.435	0.175	0.982	0.4055	0.2495	0.27
0.52	0.425	0.17	0.6805	0.28	0.174	0.195
0.385	0.315	0.11	0.286	0.1225	0.0635	0.0835
0.485	0.37	0.13	0.458	0.181	0.113	0.136
0.37	0.285	0.1	0.228	0.0675	0.0675	0.081
0.345	0.255	0.08	0.169	0.06	0.0425	0.054
0.425	0.335	0.095	0.322	0.1205	0.061	0.125
0.34	0.265	0.085	0.1835	0.077	0.046	0.065
0.46	0.365	0.125	0.467	0.1895	0.0945	0.158
0.37	0.28	0.11	0.2305	0.0945	0.0465	0.075
0.415	0.34	0.13	0.3675	0.146	0.0885	0.12
0.395	0.295	0.095	0.2245	0.078	0.054	0.08
0.485	0.37	0.14	0.5725	0.204	0.1415	0.175
0.51	0.4	0.14	0.6515	0.2455	0.1665	0.185
0.5	0.375	0.15	0.636	0.2535	0.145	0.19
0.415	0.325	0.14	0.417	0.1535	0.1015	0.144
0.345	0.26	0.09	0.207	0.0775	0.0435	0.0765
0.36	0.295	0.13	0.2765	0.0895	0.057	0.1005
0.4	0.305	0.085	0.297	0.108	0.0705	0.1
0.51	0.39	0.125	0.6565	0.262	0.1835	0.175
0.445	0.345	0.09	0.3795	0.143	0.074	0.125
